feature_index,rank_control,rank_nocontrol,interpretation,paralinguistic,paralinguistic_justification,verify_status,verify_date,verify_reason
21924,20416,20416,,,,,,
22980,20417,20417,,,,,,
24058,20418,20418,,,,,,
24054,20419,20419,,,,,,
24051,20420,20420,,,,,,
24079,20421,20421,,,,,,
24076,20422,20422,,,,,,
24067,20423,20423,,,,,,
24073,20424,20424,,,,,,
24071,20425,20425,,,,,,
24044,20426,20426,,,,,,
24043,20427,20427,,,,,,
24014,20428,20428,,,,,,
24012,20429,20429,,,,,,
24009,20430,20430,,,,,,
24008,20431,20431,,,,,,
24005,20432,20432,,,,,,
24019,20433,20433,,,,,,
24002,20434,20434,,,,,,
24001,20435,20435,,,,,,
23997,20436,20436,,,,,,
24031,20437,20437,,,,,,
24040,20438,20438,,,,,,
24037,20439,20439,,,,,,
24029,20440,20440,,,,,,
24024,20441,20441,,,,,,
24155,20442,20442,,,,,,
24147,20443,20443,,,,,,
24146,20444,20444,,,,,,
24145,20445,20445,,,,,,
24143,20446,20446,,,,,,
24141,20447,20447,,,,,,
24138,20448,20448,,,,,,
24162,20449,20449,,,,,,
24136,20450,20450,,,,,,
24175,20451,20451,,,,,,
24185,20452,20452,,,,,,
24184,20453,20453,,,,,,
24179,20454,20454,,,,,,
24167,20455,20455,,,,,,
24166,20456,20456,,,,,,
24165,20457,20457,,,,,,
24137,20458,20458,,,,,,
24107,20459,20459,,,,,,
24105,20460,20460,,,,,,
24102,20461,20461,,,,,,
24099,20462,20462,,,,,,
24095,20463,20463,,,,,,
24094,20464,20464,,,,,,
24093,20465,20465,,,,,,
24091,20466,20466,,,,,,
24133,20467,20467,,,,,,
24132,20468,20468,,,,,,
24130,20469,20469,,,,,,
24129,20470,20470,,,,,,
24126,20471,20471,,,,,,
24122,20472,20472,,,,,,
24121,20473,20473,,,,,,
24119,20474,20474,,,,,,
23993,20475,20475,,,,,,
23992,20476,20476,,,,,,
23852,20477,20477,,,,,,
23865,20478,20478,,,,,,
23847,20479,20479,,,,,,
23843,20480,20480,,,,,,
23841,20481,20481,,,,,,
23839,20482,20482,,,,,,
23892,20483,20483,,,,,,
23890,20484,20484,,,,,,
23888,20485,20485,,,,,,
23886,20486,20486,,,,,,
23885,20487,20487,,,,,,
23880,20488,20488,,,,,,
23879,20489,20489,,,,,,
23804,20490,20490,,,,,,
23806,20491,20491,,,,,,
23795,20492,20492,,,,,,
23815,20493,20493,,,,,,
23836,20494,20494,,,,,,
23831,20495,20495,,,,,,
23827,20496,20496,,,,,,
23821,20497,20497,,,,,,
23819,20498,20498,,,,,,
23893,20499,20499,,,,,,
23965,20500,20500,,,,,,
23962,20501,20501,,,,,,
23967,20502,20502,,,,,,
23948,20503,20503,,,,,,
23969,20504,20504,,,,,,
23976,20505,20505,,,,,,
23945,20506,20506,,,,,,
23917,20507,20507,,,,,,
23910,20508,20508,,,,,,
23907,20509,20509,,,,,,
23897,20510,20510,,,,,,
23918,20511,20511,,,,,,
23939,20512,20512,,,,,,
23935,20513,20513,,,,,,
23921,20514,20514,,,,,,
23928,20515,20515,,,,,,
23924,20516,20516,,,,,,
23922,20517,20517,,,,,,
24186,20518,20518,,,,,,
24452,20519,20519,,,,,,
24449,20520,20520,,,,,,
24443,20521,20521,,,,,,
24440,20522,20522,,,,,,
24478,20523,20523,,,,,,
24477,20524,20524,,,,,,
24476,20525,20525,,,,,,
24475,20526,20526,,,,,,
24473,20527,20527,,,,,,
24471,20528,20528,,,,,,
24469,20529,20529,,,,,,
24467,20530,20530,,,,,,
24402,20531,20531,,,,,,
24399,20532,20532,,,,,,
24398,20533,20533,,,,,,
24391,20534,20534,,,,,,
24388,20535,20535,,,,,,
24409,20536,20536,,,,,,
24428,20537,20537,,,,,,
24423,20538,20538,,,,,,
24422,20539,20539,,,,,,
24420,20540,20540,,,,,,
24419,20541,20541,,,,,,
24415,20542,20542,,,,,,
24414,20543,20543,,,,,,
24413,20544,20544,,,,,,
24411,20545,20545,,,,,,
24537,20546,20546,,,,,,
24532,20547,20547,,,,,,
24549,20548,20548,,,,,,
24552,20549,20549,,,,,,
24564,20550,20550,,,,,,
24571,20551,20551,,,,,,
24569,20552,20552,,,,,,
24568,20553,20553,,,,,,
24563,20554,20554,,,,,,
24553,20555,20555,,,,,,
24558,20556,20556,,,,,,
24556,20557,20557,,,,,,
24482,20558,20558,,,,,,
24495,20559,20559,,,,,,
24493,20560,20560,,,,,,
24489,20561,20561,,,,,,
24487,20562,20562,,,,,,
24483,20563,20563,,,,,,
24522,20564,20564,,,,,,
24519,20565,20565,,,,,,
24514,20566,20566,,,,,,
24505,20567,20567,,,,,,
24512,20568,20568,,,,,,
24511,20569,20569,,,,,,
24507,20570,20570,,,,,,
24189,20571,20571,,,,,,
24249,20572,20572,,,,,,
24243,20573,20573,,,,,,
24279,20574,20574,,,,,,
24268,20575,20575,,,,,,
24266,20576,20576,,,,,,
24265,20577,20577,,,,,,
24264,20578,20578,,,,,,
24194,20579,20579,,,,,,
24193,20580,20580,,,,,,
24191,20581,20581,,,,,,
24190,20582,20582,,,,,,
24212,20583,20583,,,,,,
24233,20584,20584,,,,,,
24229,20585,20585,,,,,,
24213,20586,20586,,,,,,
24221,20587,20587,,,,,,
24218,20588,20588,,,,,,
24214,20589,20589,,,,,,
24354,20590,20590,,,,,,
24353,20591,20591,,,,,,
24350,20592,20592,,,,,,
24348,20593,20593,,,,,,
24347,20594,20594,,,,,,
24342,20595,20595,,,,,,
24340,20596,20596,,,,,,
24334,20597,20597,,,,,,
24381,20598,20598,,,,,,
24365,20599,20599,,,,,,
24364,20600,20600,,,,,,
24361,20601,20601,,,,,,
24285,20602,20602,,,,,,
24295,20603,20603,,,,,,
24289,20604,20604,,,,,,
24287,20605,20605,,,,,,
24311,20606,20606,,,,,,
24323,20607,20607,,,,,,
24330,20608,20608,,,,,,
24327,20609,20609,,,,,,
24326,20610,20610,,,,,,
24316,20611,20611,,,,,,
23255,20612,20612,,,,,,
23254,20613,20613,,,,,,
23252,20614,20614,,,,,,
23239,20615,20615,,,,,,
23258,20616,20616,,,,,,
23275,20617,20617,,,,,,
23271,20618,20618,,,,,,
23270,20619,20619,,,,,,
23205,20620,20620,,,,,,
23194,20621,20621,,,,,,
23192,20622,20622,,,,,,
23188,20623,20623,,,,,,
23210,20624,20624,,,,,,
23226,20625,20625,,,,,,
23211,20626,20626,,,,,,
23216,20627,20627,,,,,,
23215,20628,20628,,,,,,
23281,20629,20629,,,,,,
23282,20630,20630,,,,,,
23348,20631,20631,,,,,,
23356,20632,20632,,,,,,
23355,20633,20633,,,,,,
23352,20634,20634,,,,,,
23351,20635,20635,,,,,,
23346,20636,20636,,,,,,
23344,20637,20637,,,,,,
23342,20638,20638,,,,,,
23357,20639,20639,,,,,,
23374,20640,20640,,,,,,
23373,20641,20641,,,,,,
23371,20642,20642,,,,,,
23361,20643,20643,,,,,,
23370,20644,20644,,,,,,
23364,20645,20645,,,,,,
23363,20646,20646,,,,,,
23337,20647,20647,,,,,,
23298,20648,20648,,,,,,
23297,20649,20649,,,,,,
23291,20650,20650,,,,,,
23286,20651,20651,,,,,,
23285,20652,20652,,,,,,
23308,20653,20653,,,,,,
23333,20654,20654,,,,,,
23332,20655,20655,,,,,,
23331,20656,20656,,,,,,
23322,20657,20657,,,,,,
23318,20658,20658,,,,,,
23316,20659,20659,,,,,,
23313,20660,20660,,,,,,
23311,20661,20661,,,,,,
23183,20662,20662,,,,,,
23055,20663,20663,,,,,,
23053,20664,20664,,,,,,
23052,20665,20665,,,,,,
23049,20666,20666,,,,,,
23040,20667,20667,,,,,,
23078,20668,20668,,,,,,
23076,20669,20669,,,,,,
23075,20670,20670,,,,,,
23069,20671,20671,,,,,,
23068,20672,20672,,,,,,
23064,20673,20673,,,,,,
23063,20674,20674,,,,,,
22994,20675,20675,,,,,,
22998,20676,20676,,,,,,
22996,20677,20677,,,,,,
22987,20678,20678,,,,,,
23034,20679,20679,,,,,,
23015,20680,20680,,,,,,
23158,20681,20681,,,,,,
23154,20682,20682,,,,,,
23144,20683,20683,,,,,,
23143,20684,20684,,,,,,
23136,20685,20685,,,,,,
23179,20686,20686,,,,,,
23162,20687,20687,,,,,,
23168,20688,20688,,,,,,
23094,20689,20689,,,,,,
23099,20690,20690,,,,,,
23089,20691,20691,,,,,,
23088,20692,20692,,,,,,
23087,20693,20693,,,,,,
23108,20694,20694,,,,,,
23126,20695,20695,,,,,,
23109,20696,20696,,,,,,
23117,20697,20697,,,,,,
23111,20698,20698,,,,,,
23647,20699,20699,,,,,,
23655,20700,20700,,,,,,
23649,20701,20701,,,,,,
23648,20702,20702,,,,,,
23646,20703,20703,,,,,,
23644,20704,20704,,,,,,
23641,20705,20705,,,,,,
23657,20706,20706,,,,,,
23636,20707,20707,,,,,,
23677,20708,20708,,,,,,
23676,20709,20709,,,,,,
23672,20710,20710,,,,,,
23668,20711,20711,,,,,,
23667,20712,20712,,,,,,
23662,20713,20713,,,,,,
23661,20714,20714,,,,,,
23635,20715,20715,,,,,,
23608,20716,20716,,,,,,
23606,20717,20717,,,,,,
23599,20718,20718,,,,,,
23598,20719,20719,,,,,,
23593,20720,20720,,,,,,
23590,20721,20721,,,,,,
23634,20722,20722,,,,,,
23633,20723,20723,,,,,,
23630,20724,20724,,,,,,
23628,20725,20725,,,,,,
23626,20726,20726,,,,,,
23625,20727,20727,,,,,,
23623,20728,20728,,,,,,
23621,20729,20729,,,,,,
23619,20730,20730,,,,,,
23682,20731,20731,,,,,,
23765,20732,20732,,,,,,
23741,20733,20733,,,,,,
23764,20734,20734,,,,,,
23732,20735,20735,,,,,,
23783,20736,20736,,,,,,
23779,20737,20737,,,,,,
23703,20738,20738,,,,,,
23702,20739,20739,,,,,,
23701,20740,20740,,,,,,
23705,20741,20741,,,,,,
23728,20742,20742,,,,,,
23715,20743,20743,,,,,,
23712,20744,20744,,,,,,
23708,20745,20745,,,,,,
23456,20746,20746,,,,,,
23455,20747,20747,,,,,,
23449,20748,20748,,,,,,
23447,20749,20749,,,,,,
23482,20750,20750,,,,,,
23490,20751,20751,,,,,,
23479,20752,20752,,,,,,
23478,20753,20753,,,,,,
23439,20754,20754,,,,,,
23409,20755,20755,,,,,,
23407,20756,20756,,,,,,
23405,20757,20757,,,,,,
23393,20758,20758,,,,,,
23411,20759,20759,,,,,,
23438,20760,20760,,,,,,
23427,20761,20761,,,,,,
23436,20762,20762,,,,,,
23428,20763,20763,,,,,,
23416,20764,20764,,,,,,
23423,20765,20765,,,,,,
23420,20766,20766,,,,,,
23492,20767,20767,,,,,,
23494,20768,20768,,,,,,
23560,20769,20769,,,,,,
23556,20770,20770,,,,,,
23548,20771,20771,,,,,,
23546,20772,20772,,,,,,
23584,20773,20773,,,,,,
23564,20774,20774,,,,,,
23537,20775,20775,,,,,,
23495,20776,20776,,,,,,
23506,20777,20777,,,,,,
23515,20778,20778,,,,,,
23502,20779,20779,,,,,,
23500,20780,20780,,,,,,
23496,20781,20781,,,,,,
23514,20782,20782,,,,,,
23535,20783,20783,,,,,,
23530,20784,20784,,,,,,
23519,20785,20785,,,,,,
21401,20786,20786,,,,,,
18222,20787,20787,,,,,,
19285,20788,20788,,,,,,
19282,20789,20789,,,,,,
19273,20790,20790,,,,,,
19289,20791,20791,,,,,,
19309,20792,20792,,,,,,
19300,20793,20793,,,,,,
19265,20794,20794,,,,,,
19264,20795,20795,,,,,,
19234,20796,20796,,,,,,
19232,20797,20797,,,,,,
19228,20798,20798,,,,,,
19240,20799,20799,,,,,,
19227,20800,20800,,,,,,
19221,20801,20801,,,,,,
19263,20802,20802,,,,,,
19262,20803,20803,,,,,,
19260,20804,20804,,,,,,
19259,20805,20805,,,,,,
19256,20806,20806,,,,,,
19249,20807,20807,,,,,,
19247,20808,20808,,,,,,
19245,20809,20809,,,,,,
19384,20810,20810,,,,,,
19389,20811,20811,,,,,,
19376,20812,20812,,,,,,
19374,20813,20813,,,,,,
19408,20814,20814,,,,,,
19405,20815,20815,,,,,,
19403,20816,20816,,,,,,
19399,20817,20817,,,,,,
19395,20818,20818,,,,,,
19331,20819,20819,,,,,,
19326,20820,20820,,,,,,
19324,20821,20821,,,,,,
19341,20822,20822,,,,,,
19343,20823,20823,,,,,,
19360,20824,20824,,,,,,
19359,20825,20825,,,,,,
19357,20826,20826,,,,,,
19344,20827,20827,,,,,,
19083,20828,20828,,,,,,
19088,20829,20829,,,,,,
19086,20830,20830,,,,,,
19094,20831,20831,,,,,,
19077,20832,20832,,,,,,
19069,20833,20833,,,,,,
19116,20834,20834,,,,,,
19107,20835,20835,,,,,,
19106,20836,20836,,,,,,
19103,20837,20837,,,,,,
19039,20838,20838,,,,,,
19036,20839,20839,,,,,,
19035,20840,20840,,,,,,
19029,20841,20841,,,,,,
19026,20842,20842,,,,,,
19061,20843,20843,,,,,,
19060,20844,20844,,,,,,
19059,20845,20845,,,,,,
13200,20846,20846,,,,,,
19054,20847,20847,,,,,,
19053,20848,20848,,,,,,
19052,20849,20849,,,,,,
19051,20850,20850,,,,,,
19047,20851,20851,,,,,,
19046,20852,20852,,,,,,
19216,20853,20853,,,,,,
19192,20854,20854,,,,,,
19185,20855,20855,,,,,,
19183,20856,20856,,,,,,
19181,20857,20857,,,,,,
19171,20858,20858,,,,,,
19207,20859,20859,,,,,,
19215,20860,20860,,,,,,
19213,20861,20861,,,,,,
19202,20862,20862,,,,,,
19200,20863,20863,,,,,,
19165,20864,20864,,,,,,
19132,20865,20865,,,,,,
19130,20866,20866,,,,,,
19122,20867,20867,,,,,,
19160,20868,20868,,,,,,
19144,20869,20869,,,,,,
19153,20870,20870,,,,,,
19416,20871,20871,,,,,,
19673,20872,20872,,,,,,
19677,20873,20873,,,,,,
19676,20874,20874,,,,,,
19664,20875,20875,,,,,,
19663,20876,20876,,,,,,
19696,20877,20877,,,,,,
19693,20878,20878,,,,,,
19692,20879,20879,,,,,,
19690,20880,20880,,,,,,
19662,20881,20881,,,,,,
19624,20882,20882,,,,,,
19630,20883,20883,,,,,,
19629,20884,20884,,,,,,
19621,20885,20885,,,,,,
19618,20886,20886,,,,,,
19616,20887,20887,,,,,,
19633,20888,20888,,,,,,
19649,20889,20889,,,,,,
19655,20890,20890,,,,,,
19653,20891,20891,,,,,,
19639,20892,20892,,,,,,
19638,20893,20893,,,,,,
19777,20894,20894,,,,,,
19772,20895,20895,,,,,,
19771,20896,20896,,,,,,
19769,20897,20897,,,,,,
19780,20898,20898,,,,,,
19757,20899,20899,,,,,,
19797,20900,20900,,,,,,
19795,20901,20901,,,,,,
19792,20902,20902,,,,,,
19786,20903,20903,,,,,,
19784,20904,20904,,,,,,
19723,20905,20905,,,,,,
19722,20906,20906,,,,,,
19718,20907,20907,,,,,,
19717,20908,20908,,,,,,
19714,20909,20909,,,,,,
19729,20910,20910,,,,,,
19752,20911,20911,,,,,,
19748,20912,20912,,,,,,
19744,20913,20913,,,,,,
19739,20914,20914,,,,,,
19737,20915,20915,,,,,,
19734,20916,20916,,,,,,
19611,20917,20917,,,,,,
19487,20918,20918,,,,,,
19480,20919,20919,,,,,,
19490,20920,20920,,,,,,
19471,20921,20921,,,,,,
19469,20922,20922,,,,,,
19507,20923,20923,,,,,,
19506,20924,20924,,,,,,
19501,20925,20925,,,,,,
19494,20926,20926,,,,,,
19423,20927,20927,,,,,,
19421,20928,20928,,,,,,
19439,20929,20929,,,,,,
19461,20930,20930,,,,,,
19458,20931,20931,,,,,,
19457,20932,20932,,,,,,
19456,20933,20933,,,,,,
19442,20934,20934,,,,,,
19447,20935,20935,,,,,,
19445,20936,20936,,,,,,
19610,20937,20937,,,,,,
19581,20938,20938,,,,,,
19577,20939,20939,,,,,,
19583,20940,20940,,,,,,
19567,20941,20941,,,,,,
19565,20942,20942,,,,,,
19584,20943,20943,,,,,,
19595,20944,20944,,,,,,
19592,20945,20945,,,,,,
19587,20946,20946,,,,,,
19586,20947,20947,,,,,,
19527,20948,20948,,,,,,
19531,20949,20949,,,,,,
19529,20950,20950,,,,,,
19528,20951,20951,,,,,,
19521,20952,20952,,,,,,
19520,20953,20953,,,,,,
19557,20954,20954,,,,,,
19554,20955,20955,,,,,,
19540,20956,20956,,,,,,
19547,20957,20957,,,,,,
19543,20958,20958,,,,,,
18495,20959,20959,,,,,,
18484,20960,20960,,,,,,
18483,20961,20961,,,,,,
18478,20962,20962,,,,,,
18520,20963,20963,,,,,,
18513,20964,20964,,,,,,
18506,20965,20965,,,,,,
18501,20966,20966,,,,,,
18440,20967,20967,,,,,,
18437,20968,20968,,,,,,
18432,20969,20969,,,,,,
18430,20970,20970,,,,,,
18426,20971,20971,,,,,,
18424,20972,20972,,,,,,
18444,20973,20973,,,,,,
18471,20974,20974,,,,,,
18468,20975,20975,,,,,,
18465,20976,20976,,,,,,
18463,20977,20977,,,,,,
18462,20978,20978,,,,,,
18454,20979,20979,,,,,,
18452,20980,20980,,,,,,
18524,20981,20981,,,,,,
18590,20982,20982,,,,,,
18596,20983,20983,,,,,,
18593,20984,20984,,,,,,
18592,20985,20985,,,,,,
18601,20986,20986,,,,,,
18583,20987,20987,,,,,,
18602,20988,20988,,,,,,
18619,20989,20989,,,,,,
18614,20990,20990,,,,,,
18605,20991,20991,,,,,,
18604,20992,20992,,,,,,
18543,20993,20993,,,,,,
18541,20994,20994,,,,,,
18537,20995,20995,,,,,,
18549,20996,20996,,,,,,
18547,20997,20997,,,,,,
18565,20998,20998,,,,,,
18570,20999,20999,,,,,,
18566,21000,21000,,,,,,
18552,21001,21001,,,,,,
18562,21002,21002,,,,,,
18561,21003,21003,,,,,,
18560,21004,21004,,,,,,
18556,21005,21005,,,,,,
18294,21006,21006,,,,,,
18289,21007,21007,,,,,,
18299,21008,21008,,,,,,
18286,21009,21009,,,,,,
18285,21010,21010,,,,,,
18298,21011,21011,,,,,,
18321,21012,21012,,,,,,
18320,21013,21013,,,,,,
18319,21014,21014,,,,,,
18301,21015,21015,,,,,,
18243,21016,21016,,,,,,
18241,21017,21017,,,,,,
18236,21018,21018,,,,,,
18230,21019,21019,,,,,,
18228,21020,21020,,,,,,
18227,21021,21021,,,,,,
18223,21022,21022,,,,,,
18244,21023,21023,,,,,,
18270,21024,21024,,,,,,
18268,21025,21025,,,,,,
18267,21026,21026,,,,,,
18261,21027,21027,,,,,,
18247,21028,21028,,,,,,
18260,21029,21029,,,,,,
18322,21030,21030,,,,,,
18387,21031,21031,,,,,,
18394,21032,21032,,,,,,
18388,21033,21033,,,,,,
18383,21034,21034,,,,,,
18382,21035,21035,,,,,,
18381,21036,21036,,,,,,
18380,21037,21037,,,,,,
18398,21038,21038,,,,,,
18410,21039,21039,,,,,,
18416,21040,21040,,,,,,
18413,21041,21041,,,,,,
18409,21042,21042,,,,,,
18399,21043,21043,,,,,,
18406,21044,21044,,,,,,
18401,21045,21045,,,,,,
18346,21046,21046,,,,,,
18344,21047,21047,,,,,,
18341,21048,21048,,,,,,
18340,21049,21049,,,,,,
18335,21050,21050,,,,,,
18334,21051,21051,,,,,,
18331,21052,21052,,,,,,
18351,21053,21053,,,,,,
18355,21054,21054,,,,,,
18623,21055,21055,,,,,,
18892,21056,21056,,,,,,
18890,21057,21057,,,,,,
18889,21058,21058,,,,,,
18885,21059,21059,,,,,,
18878,21060,21060,,,,,,
18875,21061,21061,,,,,,
18899,21062,21062,,,,,,
18872,21063,21063,,,,,,
18920,21064,21064,,,,,,
18840,21065,21065,,,,,,
18839,21066,21066,,,,,,
18831,21067,21067,,,,,,
18825,21068,21068,,,,,,
18824,21069,21069,,,,,,
18823,21070,21070,,,,,,
18860,21071,21071,,,,,,
18866,21072,21072,,,,,,
18864,21073,21073,,,,,,
18863,21074,21074,,,,,,
18862,21075,21075,,,,,,
18861,21076,21076,,,,,,
18853,21077,21077,,,,,,
18919,21078,21078,,,,,,
18979,21079,21079,,,,,,
18988,21080,21080,,,,,,
18986,21081,21081,,,,,,
18991,21082,21082,,,,,,
18975,21083,21083,,,,,,
18974,21084,21084,,,,,,
18990,21085,21085,,,,,,
18992,21086,21086,,,,,,
19006,21087,21087,,,,,,
19012,21088,21088,,,,,,
19011,21089,21089,,,,,,
19010,21090,21090,,,,,,
19009,21091,21091,,,,,,
19003,21092,21092,,,,,,
18995,21093,21093,,,,,,
18967,21094,21094,,,,,,
18940,21095,21095,,,,,,
18938,21096,21096,,,,,,
18935,21097,21097,,,,,,
18930,21098,21098,,,,,,
18928,21099,21099,,,,,,
18926,21100,21100,,,,,,
18925,21101,21101,,,,,,
18923,21102,21102,,,,,,
18960,21103,21103,,,,,,
18958,21104,21104,,,,,,
18957,21105,21105,,,,,,
18955,21106,21106,,,,,,
18954,21107,21107,,,,,,
18952,21108,21108,,,,,,
18820,21109,21109,,,,,,
18694,21110,21110,,,,,,
18692,21111,21111,,,,,,
18691,21112,21112,,,,,,
18690,21113,21113,,,,,,
18687,21114,21114,,,,,,
18684,21115,21115,,,,,,
18682,21116,21116,,,,,,
18681,21117,21117,,,,,,
18679,21118,21118,,,,,,
18716,21119,21119,,,,,,
18711,21120,21120,,,,,,
18705,21121,21121,,,,,,
18675,21122,21122,,,,,,
18644,21123,21123,,,,,,
18626,21124,21124,,,,,,
18647,21125,21125,,,,,,
18666,21126,21126,,,,,,
18665,21127,21127,,,,,,
18663,21128,21128,,,,,,
18662,21129,21129,,,,,,
18651,21130,21130,,,,,,
18659,21131,21131,,,,,,
18654,21132,21132,,,,,,
18652,21133,21133,,,,,,
18724,21134,21134,,,,,,
18783,21135,21135,,,,,,
18790,21136,21136,,,,,,
18788,21137,21137,,,,,,
18787,21138,21138,,,,,,
18782,21139,21139,,,,,,
18795,21140,21140,,,,,,
18779,21141,21141,,,,,,
18775,21142,21142,,,,,,
18816,21143,21143,,,,,,
18813,21144,21144,,,,,,
18802,21145,21145,,,,,,
18801,21146,21146,,,,,,
18799,21147,21147,,,,,,
18769,21148,21148,,,,,,
18735,21149,21149,,,,,,
18733,21150,21150,,,,,,
18727,21151,21151,,,,,,
18748,21152,21152,,,,,,
18768,21153,21153,,,,,,
18749,21154,21154,,,,,,
18750,21155,21155,,,,,,
20875,21156,21156,,,,,,
20871,21157,21157,,,,,,
20866,21158,21158,,,,,,
20865,21159,21159,,,,,,
20861,21160,21160,,,,,,
20855,21161,21161,,,,,,
20878,21162,21162,,,,,,
20879,21163,21163,,,,,,
20892,21164,21164,,,,,,
20891,21165,21165,,,,,,
20884,21166,21166,,,,,,
20883,21167,21167,,,,,,
20881,21168,21168,,,,,,
20824,21169,21169,,,,,,
20820,21170,21170,,,,,,
20827,21171,21171,,,,,,
20810,21172,21172,,,,,,
20843,21173,21173,,,,,,
20838,21174,21174,,,,,,
20834,21175,21175,,,,,,
20832,21176,21176,,,,,,
20901,21177,21177,,,,,,
20965,21178,21178,,,,,,
20973,21179,21179,,,,,,
20971,21180,21180,,,,,,
20968,21181,21181,,,,,,
20963,21182,21182,,,,,,
20960,21183,21183,,,,,,
20958,21184,21184,,,,,,
20992,21185,21185,,,,,,
21002,21186,21186,,,,,,
20998,21187,21187,,,,,,
20994,21188,21188,,,,,,
20993,21189,21189,,,,,,
20988,21190,21190,,,,,,
20984,21191,21191,,,,,,
20982,21192,21192,,,,,,
20951,21193,21193,,,,,,
20916,21194,21194,,,,,,
20924,21195,21195,,,,,,
20923,21196,21196,,,,,,
20921,21197,21197,,,,,,
20920,21198,21198,,,,,,
20917,21199,21199,,,,,,
20926,21200,21200,,,,,,
20925,21201,21201,,,,,,
20927,21202,21202,,,,,,
20936,21203,21203,,,,,,
20804,21204,21204,,,,,,
20666,21205,21205,,,,,,
20670,21206,21206,,,,,,
20669,21207,21207,,,,,,
20667,21208,21208,,,,,,
20665,21209,21209,,,,,,
20660,21210,21210,,,,,,
20697,21211,21211,,,,,,
20693,21212,21212,,,,,,
20690,21213,21213,,,,,,
20686,21214,21214,,,,,,
20685,21215,21215,,,,,,
20623,21216,21216,,,,,,
20605,21217,21217,,,,,,
20629,21218,21218,,,,,,
20643,21219,21219,,,,,,
20651,21220,21220,,,,,,
20648,21221,21221,,,,,,
20646,21222,21222,,,,,,
20645,21223,21223,,,,,,
20638,21224,21224,,,,,,
20631,21225,21225,,,,,,
20774,21226,21226,,,,,,
20773,21227,21227,,,,,,
20771,21228,21228,,,,,,
20768,21229,21229,,,,,,
20763,21230,21230,,,,,,
20760,21231,21231,,,,,,
20759,21232,21232,,,,,,
20757,21233,21233,,,,,,
20775,21234,21234,,,,,,
20755,21235,21235,,,,,,
20778,21236,21236,,,,,,
20782,21237,21237,,,,,,
20779,21238,21238,,,,,,
20724,21239,21239,,,,,,
20715,21240,21240,,,,,,
20714,21241,21241,,,,,,
20709,21242,21242,,,,,,
20753,21243,21243,,,,,,
20750,21244,21244,,,,,,
20746,21245,21245,,,,,,
20745,21246,21246,,,,,,
20740,21247,21247,,,,,,
20739,21248,21248,,,,,,
21271,21249,21249,,,,,,
21269,21250,21250,,,,,,
21267,21251,21251,,,,,,
21264,21252,21252,,,,,,
21257,21253,21253,,,,,,
21255,21254,21254,,,,,,
21299,21255,21255,,,,,,
21298,21256,21256,,,,,,
21294,21257,21257,,,,,,
21291,21258,21258,,,,,,
21289,21259,21259,,,,,,
21285,21260,21260,,,,,,
21224,21261,21261,,,,,,
21222,21262,21262,,,,,,
21218,21263,21263,,,,,,
21215,21264,21264,,,,,,
21213,21265,21265,,,,,,
21209,21266,21266,,,,,,
21249,21267,21267,,,,,,
21242,21268,21268,,,,,,
21241,21269,21269,,,,,,
21230,21270,21270,,,,,,
21303,21271,21271,,,,,,
21366,21272,21272,,,,,,
21373,21273,21273,,,,,,
21371,21274,21274,,,,,,
21359,21275,21275,,,,,,
21391,21276,21276,,,,,,
21388,21277,21277,,,,,,
21385,21278,21278,,,,,,
21383,21279,21279,,,,,,
21382,21280,21280,,,,,,
21355,21281,21281,,,,,,
21318,21282,21282,,,,,,
21324,21283,21283,,,,,,
21320,21284,21284,,,,,,
21330,21285,21285,,,,,,
21314,21286,21286,,,,,,
21351,21287,21287,,,,,,
21350,21288,21288,,,,,,
21342,21289,21289,,,,,,
21206,21290,21290,,,,,,
21204,21291,21291,,,,,,
21067,21292,21292,,,,,,
21076,21293,21293,,,,,,
21071,21294,21294,,,,,,
21062,21295,21295,,,,,,
21058,21296,21296,,,,,,
21077,21297,21297,,,,,,
21100,21298,21298,,,,,,
21099,21299,21299,,,,,,
21098,21300,21300,,,,,,
21094,21301,21301,,,,,,
21088,21302,21302,,,,,,
21057,21303,21303,,,,,,
21025,21304,21304,,,,,,
21024,21305,21305,,,,,,
21031,21306,21306,,,,,,
21012,21307,21307,,,,,,
21011,21308,21308,,,,,,
21007,21309,21309,,,,,,
21040,21310,21310,,,,,,
21039,21311,21311,,,,,,
21104,21312,21312,,,,,,
21177,21313,21313,,,,,,
21162,21314,21314,,,,,,
21159,21315,21315,,,,,,
21157,21316,21316,,,,,,
21178,21317,21317,,,,,,
21193,21318,21318,,,,,,
21199,21319,21319,,,,,,
21192,21320,21320,,,,,,
21186,21321,21321,,,,,,
21185,21322,21322,,,,,,
21184,21323,21323,,,,,,
21115,21324,21324,,,,,,
21110,21325,21325,,,,,,
21106,21326,21326,,,,,,
21126,21327,21327,,,,,,
21128,21328,21328,,,,,,
21149,21329,21329,,,,,,
21147,21330,21330,,,,,,
21146,21331,21331,,,,,,
21141,21332,21332,,,,,,
21139,21333,21333,,,,,,
21129,21334,21334,,,,,,
21136,21335,21335,,,,,,
21132,21336,21336,,,,,,
19806,21337,21337,,,,,,
20056,21338,21338,,,,,,
20051,21339,21339,,,,,,
20069,21340,21340,,,,,,
20071,21341,21341,,,,,,
20084,21342,21342,,,,,,
20091,21343,21343,,,,,,
20086,21344,21344,,,,,,
